date,44 BEVERAGES,44 GROCERY I,44 PRODUCE,45 BEVERAGES,45 GROCERY I,45 PRODUCE
2017-01-07,44,85,9,42,78,9
2017-01-08,41,77,9,45,77,8
2017-01-09,39,74,9,40,69,8
2017-01-10,41,70,10,33,66,9
2017-01-11,40,74,229,44,78,221
2017-01-12,41,73,10,46,70,9
2017-01-13,50,87,11,49,70,9
2017-01-14,48,82,10,49,66,9
2017-01-15,49,74,10,50,77,10
2017-01-16,44,71,11,51,74,10
2017-01-17,51,76,11,52,71,9
2017-01-18,48,84,228,52,80,224
2017-01-19,47,71,11,50,71,9
2017-01-20,42,65,10,48,62,11
2017-01-21,44,69,9,50,72,11
2017-01-22,47,70,9,48,66,10
2017-01-23,43,70,11,46,63,9
2017-01-24,52,83,11,42,68,9
2017-01-25,49,76,226,50,72,229
2017-01-26,32,42,4,36,37,4
2017-01-27,33,48,4,35,43,4
2017-01-28,37,56,4,38,48,4
2017-01-29,36,53,4,37,41,3
2017-01-30,31,43,4,34,38,3
2017-01-31,38,51,4,36,44,3
2017-02-01,34,53,234,34,54,235
2017-02-02,31,60,4,42,63,4
2017-02-03,34,64,4,34,59,4
2017-02-04,34,70,4,0,0,0
2017-02-05,31,57,4,28,51,4
2017-02-06,29,65,4,34,57,4
2017-02-07,37,72,4,41,63,4
2017-02-08,41,90,236,42,96,233
2017-02-09,17,46,4,14,40,4
2017-02-10,17,45,4,0,0,0
2017-02-11,18,43,4,17,43,4
2017-02-12,16,44,4,18,40,4
2017-02-13,15,39,5,16,41,5
2017-02-14,13,36,5,18,36,5
2017-02-15,22,66,231,25,68,223
2017-02-16,14,62,7,18,62,6
2017-02-17,22,64,4,21,65,5
2017-02-18,24,63,5,21,62,5
2017-02-19,20,61,5,26,62,5
2017-02-20,20,65,5,22,63,3
2017-02-21,18,62,5,21,62,5
2017-02-22,19,71,230,18,75,225
2017-02-23,19,72,5,19,76,5
2017-02-24,19,77,5,22,75,5
2017-02-25,19,77,5,20,77,5
2017-02-26,23,73,5,21,74,5
2017-02-27,21,76,5,18,79,5
2017-02-28,21,80,5,24,80,4
2017-03-01,29,76,233,32,77,225
2017-03-02,23,58,5,21,59,6
2017-03-03,20,57,6,19,62,5
2017-03-04,20,61,6,21,58,6
2017-03-05,17,61,5,20,54,6
2017-03-06,15,42,5,20,41,6
2017-03-07,13,41,6,17,43,6
2017-03-08,13,39,232,17,42,225
2017-03-09,34,33,1,42,33,1
2017-03-10,34,35,1,41,36,1
2017-03-11,42,35,1,41,35,1
2017-03-12,36,35,1,40,32,1
2017-03-13,32,35,1,36,32,1
2017-03-14,31,34,2,39,32,2
2017-03-15,36,31,237,39,37,225
2017-03-16,35,28,2,40,26,2
2017-03-17,34,28,2,39,30,2
2017-03-18,35,28,2,42,33,2
2017-03-19,35,30,2,39,29,1
2017-03-20,29,29,2,40,31,2
2017-03-21,30,24,2,38,27,2
2017-03-22,28,36,235,38,33,230
2017-03-23,26,30,0,30,35,0
2017-03-24,26,35,0,30,36,0
2017-03-25,28,35,0,31,32,0
2017-03-26,26,31,0,29,36,0
2017-03-27,26,29,0,27,32,0
2017-03-28,23,36,0,26,37,0
2017-03-29,29,43,237,33,48,228
2017-03-30,10,49,1,12,55,1
2017-03-31,9,52,1,11,54,1
2017-04-01,12,52,1,10,48,1
2017-04-02,10,53,1,11,51,1
2017-04-03,9,50,1,3,20,1
2017-04-04,11,48,2,9,50,1
2017-04-05,10,60,231,10,64,222
2017-04-06,10,57,2,9,60,1
2017-04-07,12,54,3,11,64,2
2017-04-08,15,64,2,12,66,1
2017-04-09,12,64,1,15,71,1
2017-04-10,9,60,3,14,62,3
2017-04-11,9,57,2,14,68,2
2017-04-12,27,87,231,32,100,216
2017-04-13,31,97,4,35,102,5
2017-04-14,33,99,5,36,112,5
2017-04-15,33,93,5,35,106,5
2017-04-16,33,99,5,34,112,5
2017-04-17,28,95,7,31,100,6
2017-04-18,30,89,5,33,109,6
2017-04-19,34,122,231,37,133,219
2017-04-20,28,99,4,29,106,4
2017-04-21,46,103,4,46,112,4
2017-04-22,44,113,4,43,118,4
2017-04-23,45,113,4,43,120,4
2017-04-24,43,102,4,44,120,4
2017-04-25,44,112,4,42,106,4
2017-04-26,43,116,230,43,104,223
2017-04-27,38,106,5,37,105,7
2017-04-28,39,111,6,47,113,7
2017-04-29,41,99,6,45,102,7
2017-04-30,43,101,5,41,99,7
2017-05-01,35,87,5,38,91,6
2017-05-02,34,80,4,39,85,6
2017-05-03,36,107,234,37,115,223
2017-05-04,26,75,3,28,73,4
2017-05-05,30,78,2,33,84,2
2017-05-06,25,69,2,25,68,3
2017-05-07,25,78,2,26,76,2
2017-05-08,21,70,2,24,69,2
2017-05-09,17,63,2,19,71,3
2017-05-10,45,85,241,53,91,231
2017-05-11,29,56,11,36,72,10
2017-05-12,31,60,11,37,60,11
2017-05-13,32,61,10,36,62,10
2017-05-14,34,55,10,31,58,10
2017-05-15,36,57,8,32,57,9
2017-05-16,29,55,9,33,64,10
2017-05-17,32,54,229,35,59,226
2017-05-18,30,49,9,36,56,10
2017-05-19,29,56,9,38,58,10
2017-05-20,33,56,10,38,58,10
2017-05-21,31,53,10,34,50,10
2017-05-22,29,50,8,36,53,10
2017-05-23,29,42,10,37,52,9
2017-05-24,33,47,229,34,48,213
2017-05-25,29,44,10,35,58,10
2017-05-26,35,50,10,37,55,10
2017-05-27,35,55,10,37,57,10
2017-05-28,31,46,10,36,56,10
2017-05-29,31,45,9,34,44,9
2017-05-30,30,51,10,36,48,10
2017-05-31,30,46,234,37,47,223
2017-06-01,19,11,0,20,24,0
2017-06-02,30,63,0,35,59,0
2017-06-03,30,56,0,36,55,0
2017-06-04,30,58,0,32,55,0
2017-06-05,25,53,0,34,56,0
2017-06-06,27,52,0,32,56,0
2017-06-07,34,71,229,36,73,224
2017-06-08,31,64,0,34,68,0
2017-06-09,31,69,0,32,66,1
2017-06-10,30,66,0,39,74,1
2017-06-11,31,68,1,34,71,1
2017-06-12,29,66,1,35,73,1
2017-06-13,28,63,1,39,67,1
2017-06-14,29,87,236,34,92,223
2017-06-15,24,63,1,26,68,1
2017-06-16,27,75,3,27,79,3
2017-06-17,25,76,3,34,84,3
2017-06-18,26,73,3,31,72,3
2017-06-19,28,63,3,31,68,3
2017-06-20,25,67,3,32,79,1
2017-06-21,41,92,235,50,86,222
2017-06-22,31,76,3,33,77,3
2017-06-23,30,79,2,31,85,2
2017-06-24,30,80,1,32,81,1
2017-06-25,32,79,1,32,79,1
2017-06-26,27,66,1,32,77,1
2017-06-27,31,65,1,30,62,1
2017-06-28,33,79,236,34,73,232
2017-06-29,33,73,10,37,83,9
2017-06-30,30,78,10,31,69,9
2017-07-01,32,82,9,33,88,9
2017-07-02,34,89,9,33,79,9
2017-07-03,33,86,11,33,89,11
2017-07-04,32,91,11,38,96,10
2017-07-05,45,117,237,54,122,227
2017-07-06,42,80,15,48,78,13
2017-07-07,45,65,15,48,67,15
2017-07-08,45,63,15,50,64,15
2017-07-09,43,68,13,49,66,12
2017-07-10,43,64,13,46,63,12
2017-07-11,39,68,16,45,63,16
2017-07-12,60,75,237,61,78,223
2017-07-13,48,77,8,52,78,8
2017-07-14,55,81,7,54,82,7
2017-07-15,56,84,5,54,76,5
2017-07-16,55,84,3,54,80,3
2017-07-17,51,75,3,53,77,3
2017-07-18,46,75,3,53,78,2
2017-07-19,48,93,237,53,93,224
2017-07-20,48,93,10,50,86,8
2017-07-21,38,96,10,38,95,9
2017-07-22,33,101,10,32,94,9
2017-07-23,34,97,11,34,89,10
2017-07-24,29,91,11,32,87,11
2017-07-25,34,89,11,32,84,11
2017-07-26,24,102,238,32,91,229
2017-07-27,26,76,15,31,73,15
2017-07-28,31,83,15,35,78,15
2017-07-29,35,84,15,34,75,14
2017-07-30,35,82,15,35,74,15
2017-07-31,29,78,14,32,72,15
2017-08-01,27,66,16,34,55,14
2017-08-02,31,68,242,31,69,228
2017-08-03,8,35,15,9,41,15
2017-08-04,11,41,15,13,41,15
2017-08-05,11,42,10,11,46,11
2017-08-06,11,41,8,11,45,9
2017-08-07,11,44,9,12,47,9
2017-08-08,10,40,9,9,46,9
2017-08-09,12,46,237,14,51,233
2017-08-10,11,33,10,12,34,10
2017-08-11,15,38,10,13,40,11
2017-08-12,13,39,10,13,39,10
2017-08-13,13,41,9,14,38,10
2017-08-14,12,39,10,10,39,8
2017-08-15,12,37,10,13,35,9
